window,top_k,direction,margin,book,is_sharpe,is_monthly_pct,oos_sharpe,oos_monthly_pct,oos_gross_sharpe,oos_rotations,oos_max_dd,decay_sharpe,rankable
45,1,momentum,0.0,neutral,-0.7236703266766337,-3.5298432696861393,0.23468478228903725,-0.2682680372155688,1.5850738448302228,193,-0.6620153796230787,-0.9583551089656709,True
45,1,momentum,0.25,long_only,0.8333381299617777,2.9747441440442612,1.2858011137496657,7.571314993885037,1.3368370472966178,60,-0.7814470613315233,-0.45246298378788796,True
45,1,momentum,0.25,neutral,-1.0096604040210564,-4.609440563395772,0.23648896901568475,-0.276441341112299,1.4953873289356914,113,-0.683459082757513,-1.2461493730367412,True
45,1,momentum,0.5,long_only,0.9596896663229758,4.075942857565251,1.2025136101923013,6.664820846881869,1.239876803798116,44,-0.7942237277123739,-0.2428239438693255,True
45,1,momentum,0.5,neutral,-0.6938294963321261,-3.53175858775433,0.18230043113640232,-0.5653974825430841,1.3997680633283418,79,-0.6977022063600602,-0.8761299274685284,True
45,2,reversion,0.0,long_only,0.30758145086112737,-0.4789760682555211,-0.1997249464202152,-3.5329687810853994,-0.10991465126078331,130,-0.5782251670789543,0.5073063972813425,True
45,2,reversion,0.0,neutral,-3.4006318206519905,-8.077316424245485,-3.481889025569932,-10.059006753051747,-1.2924923373072104,206,-0.8614406118136732,0.08125720491794164,True
45,2,reversion,0.25,long_only,0.3807331187831987,-0.018057944436289386,-0.0608671020763177,-2.715754727506736,-0.006653795505495676,76,-0.5525096948580016,0.4416002208595164,True
45,2,reversion,0.25,neutral,-3.207577956242283,-7.708569819531796,-3.022579657469303,-10.152997904126682,-1.1691998812830133,122,-0.8640685076102192,-0.1849982987729799,True
45,2,reversion,0.5,long_only,0.3809913153732129,-0.018544107443885238,-0.1776457498604226,-3.482760869146595,-0.1436481610584199,49,-0.5871470397687454,0.5586370652336355,True
45,2,reversion,0.5,neutral,-3.1580897201216866,-7.670955330224983,-3.1076725625275805,-9.27168280721762,-1.0618676886308067,80,-0.8394820057282231,-0.05041715759410614,True
45,2,momentum,0.0,long_only,0.8761546500352736,3.2183740928551474,0.9513524201120039,3.81015961281026,1.0183298402017984,103,-0.6302022361855801,-0.07519777007673034,True
45,2,momentum,0.0,neutral,-1.820983398454223,-4.5540795379118375,-0.8984175399869918,-3.0476321665342088,1.2924923373072104,206,-0.562436128028313,-0.9225658584672312,True
45,2,momentum,0.25,long_only,0.8777921493781681,3.232630206379694,0.854227009084477,3.145051202347937,0.8972009155399416,67,-0.6680735431933266,0.023565140293691056,True
